PeakID (cmd=annotatePeaks.pl ENCFF558YNC.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Peak_44100	chr19	53140208	53140390	+	75	NA	promoter-TSS (NM_001164099)	promoter-TSS (NM_001164099)	-144	NM_001164099	27360	Mm.426080	NM_013758	ENSMUSG00000025026	Add3	AI463285|R75380	adducin 3 (gamma)	protein-coding
Peak_43914	chr3	9327452	9327588	+	75	NA	Intergenic	ID4_|SINE|ID	-75558	NR_015499	320088	Mm.212908	NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA
Peak_43119	chr17	14410505	14410723	+	75	NA	Intergenic	Intergenic	-11672	NR_027986	74917	Mm.32228	NM_183107		4930474M22Rik	-	RIKEN cDNA 4930474M22 gene	ncRNA
Peak_43079	chr15	87936289	87936444	+	75	NA	Intergenic	Intergenic	-140423	NR_105817	102465209		NR_105817	ENSMUSG00000098938	Mir6393	Gm27424|mmu-mir-6393	microRNA 6393	ncRNA
Peak_43479	chr6	23255017	23255201	+	75	NA	Intergenic	PB1D7|SINE|Alu	-6845	NM_028462	73191	Mm.55115	NM_028462	ENSMUSG00000029697	Fezf1	3110069A13Rik|Fez|Zfp312-like|fez-like	Fez family zinc finger 1	protein-coding
Peak_42927	chr12	61522927	61523061	+	75	NA	promoter-TSS (NM_178714)	promoter-TSS (NM_178714)	-173	NM_001310586	238205	Mm.28802	NM_178714	ENSMUSG00000035653	Lrfn5	AI427653|AI604817|C130061B21|mKIAA4208	leucine rich repeat and fibronectin type III domain containing 5	protein-coding
Peak_42921	chr12	5378339	5378563	+	75	NA	intron (NR_015579, intron 1 of 1)	MTD-int|LTR|ERVL-MaLR	1949	NR_015579	72669	Mm.10434	NM_028318		2810032G03Rik	AI461720	RIKEN cDNA 2810032G03 gene	ncRNA
Peak_43660	chr8	28744241	28744507	+	75	NA	intron (NM_153135, intron 7 of 17)	intron (NM_153135, intron 7 of 17)	475262	NM_001347501	210801	Mm.248433	NM_153135	ENSMUSG00000063626	Unc5d	D930029E11Rik|Unc5h4|mKIAA1777	unc-5 netrin receptor D	protein-coding
Peak_43218	chr19	34880190	34880425	+	75	NA	promoter-TSS (NM_001114339)	promoter-TSS (NM_001114339)	-852	NM_001114339	75735	Mm.24742	NM_023792	ENSMUSG00000033610	Pank1	Pank|Pank1b	pantothenate kinase 1	protein-coding
Peak_43745	chr8	91930725	91930870	+	75	NA	Intergenic	Intergenic	-129143	NM_008393	16373	Mm.238044	NM_008393	ENSMUSG00000031734	Irx3	AI894186	Iroquois related homeobox 3	protein-coding
Peak_43581	chr8	102635504	102635700	+	75	NA	intron (NM_009866, intron 12 of 12)	intron (NM_009866, intron 12 of 12)	149509	NM_009866	12552	Mm.1571	NM_009866	ENSMUSG00000031673	Cdh11	Cad11|OSF-4	cadherin 11	protein-coding
Peak_43907	chr17	44733101	44733279	+	75	NA	intron (NR_073392, intron 2 of 7)	intron (NR_073392, intron 2 of 7)	2986	NM_001271631	12393	Mm.391013	NM_009820	ENSMUSG00000039153	Runx2	AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a	runt related transcription factor 2	protein-coding
Peak_43580	chr8	10194296	10194442	+	75	NA	intron (NM_001319151, intron 1 of 34)	ORR1F|LTR|ERVL-MaLR	40458	NM_001319151	244281	Mm.422761	NM_001081397	ENSMUSG00000039057	Myo16	BM140241|C230040D10Rik|Gm1105|NYAP3|mKIAA0865	myosin XVI	protein-coding
Peak_42559	chr11	101718301	101718473	+	75	NA	Intergenic	Intergenic	-14569	NM_144831	217207	Mm.28186	NM_144831	ENSMUSG00000034931	Dhx8	Ddx8|mDEAH6|mKIAA4096	DEAH (Asp-Glu-Ala-His) box polypeptide 8	protein-coding
Peak_43690	chr8	47722097	47722301	+	75	NA	Intergenic	Intergenic	-8268	NM_172407	70925	Mm.393807	NM_172407	ENSMUSG00000038069	Cdkn2aip	4921511I16Rik|AW208986|CARF	CDKN2A interacting protein	protein-coding
Peak_43694	chr8	49033884	49034238	+	75	NA	Intergenic	Intergenic	-359371	NM_001145937	23965	Mm.42191	NM_011857	ENSMUSG00000031561	Tenm3	2610100B16Rik|Odz1|Odz3|Ten-m3|mKIAA1455	teneurin transmembrane protein 3	protein-coding
Peak_43708	chr8	68373804	68374031	+	75	NA	intron (NM_172753, intron 6 of 9)	intron (NM_172753, intron 6 of 9)	5458	NR_038189	73609	Mm.443247	NR_038181	ENSMUSG00000085197	1700125H03Rik	4930510D22Rik	RIKEN cDNA 1700125H03 gene	ncRNA
Peak_42380	chr6	42376346	42376474	+	75	NA	intron (NR_045169, intron 2 of 3)	intron (NR_045169, intron 2 of 3)	-3142	NM_023580	13835	Mm.133330	NM_023580	ENSMUSG00000029859	Epha1	5730453L17Rik|AL033318|Eph|Esk	Eph receptor A1	protein-coding
Peak_42220	chr11	120528857	120529121	+	75	NA	Intergenic	Intergenic	-1738	NM_008101	14527	Mm.22329	NM_008101	ENSMUSG00000025127	Gcgr	GR	glucagon receptor	protein-coding
Peak_43918	chr5	67212083	67212321	+	75	NA	Intergenic	Intergenic	-48363	NM_028975	67878	Mm.23217	NM_028975	ENSMUSG00000037720	Tmem33	1110006G02Rik|1600019D15Rik|2410089A21Rik|2700052H22Rik|5430406L04Rik|AA388285|AI314185|AI426615|db83	transmembrane protein 33	protein-coding
Peak_43964	chr13	42901157	42901327	+	75	NA	intron (NM_001302636, intron 1 of 12)	intron (NM_001302636, intron 1 of 12)	34995	NM_001302636	218194	Mm.160124	NM_198419	ENSMUSG00000054728	Phactr1	9630030F18Rik|Rpel1	phosphatase and actin regulator 1	protein-coding
Peak_44108	chr6	82938914	82939227	+	75	NA	intron (NM_001308374, intron 1 of 12)	intron (NM_001308374, intron 1 of 12)	699	NM_001308374	20355	Mm.270543	NM_011350	ENSMUSG00000000627	Sema4f	Sema W	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain	protein-coding
Peak_43717	chr8	77718466	77718609	+	75	NA	intron (NM_010332, intron 2 of 7)	intron (NM_010332, intron 2 of 7)	5915	NM_010332	13617	Mm.283168	NM_010332	ENSMUSG00000031616	Ednra	AEA001|ET-AR|ETa|Gpcr10|Mhdaaea1	endothelin receptor type A	protein-coding
Peak_42719	chrX	20292333	20292619	+	75	NA	promoter-TSS (NM_177353)	promoter-TSS (NM_177353)	-712	NM_177353	236727	Mm.132983	NM_177353	ENSMUSG00000037341	Slc9a7	A530087D17Rik|NHE7	solute carrier family 9 (sodium/hydrogen exchanger), member 7	protein-coding
Peak_42589	chr14	60484277	60484382	+	75	NA	Intergenic	URR1A|DNA|hAT-Charlie	106043	NM_028113	72125	Mm.275499	NM_028113	ENSMUSG00000021986	Amer2	2600011E07Rik|Fam123a	APC membrane recruitment 2	protein-coding
Peak_43288	chr2	74721532	74721725	+	75	NA	promoter-TSS (NM_010469)	promoter-TSS (NM_010469)	-350	NM_010469	15436	Mm.482194	NM_010469	ENSMUSG00000115956	Hoxd4	6030436D05Rik|Hox-4.2|Hox-5.1	homeobox D4	protein-coding
Peak_42354	chr9	64386705	64387145	+	75	NA	intron (NM_001134399, intron 1 of 24)	CpG	1299	NM_001134399	214058	Mm.127721	NM_172522	ENSMUSG00000036466	Megf11	2410080H04Rik|D130061K05	multiple EGF-like-domains 11	protein-coding
Peak_43678	chr8	43042054	43042371	+	75	NA	Intergenic	Intergenic	99274	NM_177742	244448	Mm.64542	NM_177742	ENSMUSG00000031651	Triml1	4933403D14|BC050188	tripartite motif family-like 1	protein-coding
Peak_43128	chr1	74763977	74764141	+	75	NA	Intergenic	L2b|LINE|L2	-7833	NM_009526	22420	Mm.268282	NM_009526	ENSMUSG00000033227	Wnt6	AA409270|Wnt-6	wingless-type MMTV integration site family, member 6	protein-coding
Peak_43688	chr8	47639099	47639238	+	75	NA	Intergenic	Intergenic	35991	NM_023503	69260	Mm.430733	NM_023503	ENSMUSG00000063049	Ing2	2810011M06Rik|Ing1l|Ing2b|P33ING2	inhibitor of growth family, member 2	protein-coding
Peak_43824	chr1	190479290	190479579	+	75	NA	Intergenic	Lx8|LINE|L1	75786	NR_151624	433390	Mm.331295	NR_151624	ENSMUSG00000103644	Gm29678	-	predicted gene, 29678	ncRNA
Peak_42528	chr11	57604069	57604267	+	75	NA	Intergenic	Intergenic	-41274	NM_134189	171212	Mm.271670	NM_134189	ENSMUSG00000020520	Galnt10	AU018154|C330012K04Rik|GalNAc-T10|GalNAc-T9|Galnt9|ppGaNTase	polypeptide N-acetylgalactosaminyltransferase 10	protein-coding
Peak_43646	chr8	18565859	18566072	+	75	NA	Intergenic	ID_B1|SINE|B4	-29166	NM_173189	244329	Mm.235296	NM_173189	ENSMUSG00000039842	Mcph1	5430437K10Rik|BRIT1|D030046N04Rik|MCT|Tg(HLA-A2.1)1Enge	microcephaly, primary autosomal recessive 1	protein-coding
Peak_42894	chr1	19097065	19097224	+	75	NA	intron (NR_151619, intron 1 of 3)	intron (NR_151619, intron 1 of 3)	-5878	NM_153154	226896	Mm.244858	NM_153154	ENSMUSG00000042596	Tfap2d	Tcfap2d	transcription factor AP-2, delta	protein-coding
Peak_42474	chr6	17280297	17280612	+	75	NA	promoter-TSS (NM_001277756)	promoter-TSS (NM_001277756)	-731	NM_001277756	12390	Mm.396075	NM_016900	ENSMUSG00000000058	Cav2	AI447843	caveolin 2	protein-coding
Peak_42317	chr11	99040980	99041117	+	75	NA	promoter-TSS (NM_010517)	promoter-TSS (NM_010517)	-196	NM_010517	16010	Mm.233799	NM_010517	ENSMUSG00000017493	Igfbp4	AI875747|Deb2|IBP-4|IGFBP-4	insulin-like growth factor binding protein 4	protein-coding
Peak_42861	chr11	68440701	68440822	+	75	NA	intron (NM_177320, intron 1 of 18)	intron (NM_177320, intron 1 of 18)	8636	NM_177320	320207	Mm.244960	NM_177320	ENSMUSG00000020901	Pik3r5	AV230647|F730038I15Rik|Foap2|p101	phosphoinositide-3-kinase regulatory subunit 5	protein-coding
Peak_42470	chr5	37870383	37870547	+	75	NA	Intergenic	Intergenic	-23307	NR_153822	102637176	Mm.332343	NR_153822		Gm20052	Gm34055	predicted gene, 20052	ncRNA
Peak_42630	chr19	43384513	43384755	+	75	NA	intron (NM_001081257, intron 2 of 11)	(CA)n|Simple_repeat|Simple_repeat	3721	NM_001081257	545291	Mm.442200	NM_001081257	ENSMUSG00000074852	Hpse2	Gm968|Hpa2	heparanase 2	protein-coding
Peak_43787	chrX	102248539	102248895	+	75	NA	intron (NM_001276466, intron 1 of 2)	intron (NM_001276466, intron 1 of 2)	2059	NM_001276473	12705	Mm.2390	NM_007709	ENSMUSG00000051159	Cited1	AI316840|AU019144|Msg1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	protein-coding
Peak_42308	chr10	84755513	84755779	+	75	NA	promoter-TSS (NM_001024918)	promoter-TSS (NM_001024918)	-402	NM_001024918	71137	Mm.79070	NM_027689	ENSMUSG00000020037	Rfx4	4933412G19Rik|NYD-sp10	regulatory factor X, 4 (influences HLA class II expression)	protein-coding
Peak_42843	chr11	57022492	57022732	+	75	NA	intron (NM_008165, intron 2 of 15)	intron (NM_008165, intron 2 of 15)	9566	NM_001252403	14799	Mm.4920	NM_008165	ENSMUSG00000020524	Gria1	2900051M01Rik|Glr-1|Glr1|GluA1|GluR-A|GluRA|Glur-1|Glur1|HIPA1|gluR-K1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	protein-coding
Peak_42314	chr1	190168657	190168969	+	75	NA	intron (NM_008937, intron 1 of 4)	intron (NM_008937, intron 1 of 4)	702	NM_001360827	19130	Mm.132579	NM_008937	ENSMUSG00000010175	Prox1	A230003G05Rik|PROX-1	prospero homeobox 1	protein-coding
Peak_42609	chr17	36211420	36211642	+	75	NA	Intergenic	Intergenic	-21380	NM_008208	15043	Mm.426002	NM_008208	ENSMUSG00000054128	H2-T3	H-2T3|H2-Tw3|MumuTL|TL	histocompatibility 2, T region locus 3	protein-coding
Peak_42637	chr2	70643863	70644001	+	75	NA	Intergenic	Intergenic	-17577	NM_027352	70231	Mm.271950	NM_027352	ENSMUSG00000014959	Gorasp2	0610011A07Rik|2410043M02Rik|5730520M13Rik|9430094F20Rik|AW552058|GOLPH2|GRASP55|GRS2|p59	golgi reassembly stacking protein 2	protein-coding
Peak_43780	chr9	69771216	69771619	+	75	NA	intron (NR_040765, intron 1 of 4)	intron (NR_040765, intron 1 of 4)	10271	NR_040765	319970	Mm.186434	NR_040765	ENSMUSG00000097623	B230323A14Rik	-	RIKEN cDNA B230323A14 gene	ncRNA
Peak_42269	chr2	133551902	133552201	+	75	NA	promoter-TSS (NM_007553)	promoter-TSS (NM_007553)	-108	NM_007553	12156	Mm.103205	NM_007553	ENSMUSG00000027358	Bmp2	AI467020|Bmp2a	bone morphogenetic protein 2	protein-coding
Peak_43514	chr6	94697575	94697716	+	75	NA	intron (NM_001355269, intron 1 of 17)	intron (NM_001355269, intron 1 of 17)	2500	NM_001355269	16206	Mm.245210	NM_008377	ENSMUSG00000030029	Lrig1	D6Bwg0781e|Img|LIG-1	leucine-rich repeats and immunoglobulin-like domains 1	protein-coding
Peak_43642	chr8	17436631	17436842	+	75	NA	intron (NM_053171, intron 1 of 69)	L1MC4a|LINE|L1	98649	NM_053171	94109	Mm.436988	NM_053171	ENSMUSG00000060924	Csmd1	B930082H09|mKIAA1890	CUB and Sushi multiple domains 1	protein-coding
Peak_42310	chr1	134646771	134648033	+	75	NA	intron (NM_009307, intron 1 of 9)	intron (NM_009307, intron 1 of 9)	790	NM_009307	20980	Mm.5102	NM_009307	ENSMUSG00000026452	Syt2	IP4BP|R74640|mKIAA4194|sytII	synaptotagmin II	protein-coding
Peak_43921	chr8	108600911	108601051	+	75	NA	Intergenic	Intergenic	-16304	NR_077224	109215	Mm.65282	NR_077224	ENSMUSG00000110613	Lncbate1	3010033K07Rik|Lnc-BATE1	brown adipose tissue enriched long non-coding RNA 1	ncRNA
Peak_44038	chr11	61958517	61958678	+	75	NA	intron (NM_001310526, intron 1 of 7)	intron (NM_001310526, intron 1 of 7)	1834	NM_001281818	432572	Mm.438022	NM_001029936	ENSMUSG00000042331	Specc1	2810012G08Rik|B230396K10Rik|Cytsb	sperm antigen with calponin homology and coiled-coil domains 1	protein-coding
Peak_42319	chr12	112143379	112143692	+	75	NA	Intergenic	Intergenic	-2673	NM_001097621	668303	Mm.313104	NM_001097621	ENSMUSG00000021294	Kif26a	mKIAA1236	kinesin family member 26A	protein-coding
Peak_43057	chr15	54747717	54747845	+	75	NA	exon (NM_010930, exon 3 of 5)	exon (NM_010930, exon 3 of 5)	1853	NM_010930	18133	Mm.5167	NM_010930	ENSMUSG00000037362	Nov	C130088N23Rik|CCN3	nephroblastoma overexpressed gene	protein-coding
Peak_43924	chr9	31911293	31911581	+	75	NA	intron (NM_013800, intron 1 of 3)	intron (NM_013800, intron 1 of 3)	1848	NM_013800	12023	Mm.261044	NM_013800	ENSMUSG00000032033	Barx2	2310006E12Rik|Barx2b	BarH-like homeobox 2	protein-coding
Peak_43457	chr5	99034835	99035107	+	75	NA	intron (NM_008926, intron 1 of 18)	Lx5|LINE|L1	2108	NM_008926	19092	Mm.263002	NM_008926	ENSMUSG00000029334	Prkg2	AW212535|CGKII|Prkgr2|cGK-II	protein kinase, cGMP-dependent, type II	protein-coding
Peak_42201	chr8	118285205	118285409	+	75	NA	intron (NM_019707, intron 1 of 13)	intron (NM_019707, intron 1 of 13)	1696	NM_019707	12554	Mm.334841	NM_019707	ENSMUSG00000031841	Cdh13	4932416G01Rik|Cdht|Tcad	cadherin 13	protein-coding
Peak_42260	chr16	58522196	58522620	+	75	NA	intron (NM_001357433, intron 1 of 10)	intron (NM_001357433, intron 1 of 10)	1018	NM_018784	54613	Mm.212742	NM_018784	ENSMUSG00000022747	St3gal6	1700023B24Rik|AI930218|AW552396|Siat10|St3galVI	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	protein-coding
Peak_42604	chr16	93075760	93075911	+	75	NA	Intergenic	Intergenic	-249761	NM_001111022	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
Peak_43050	chr15	28027733	28027865	+	75	NA	Intergenic	L1MC3|LINE|L1	-1951	NM_001081302	223435	Mm.485422	NM_001081302	ENSMUSG00000022263	Trio	6720464I07Rik|AA408740|Solo	triple functional domain (PTPRF interacting)	protein-coding
Peak_42639	chr2	76969987	76970088	+	75	NA	intron (NM_028004, intron 6 of 191)	intron (NM_028004, intron 6 of 191)	12510	NM_011652	22138	Mm.373672	NM_011652	ENSMUSG00000051747	Ttn	1100001C23Rik|2310036G12Rik|2310057K23Rik|2310074I15Rik|AF006999|AV006427|D330041I19Rik|D830007G01Rik|L56|mdm|shru	titin	protein-coding
Peak_42869	chr11	76203059	76203293	+	75	NA	intron (NM_027773, intron 2 of 4)	intron (NM_027773, intron 2 of 4)	1120	NM_027773	116972	Mm.188413	NM_027773	ENSMUSG00000069808	Fam57a	2310047D13Rik|4932415L08Rik|5430402E13Rik|5430420K21Rik|Wdt3	family with sequence similarity 57, member A	protein-coding
Peak_42338	chr4	22479703	22480230	+	75	NA	Intergenic	Intergenic	8400	NM_008899	18992	Mm.129387	NM_008899	ENSMUSG00000095139	Pou3f2	9430075J19Rik|A230098E07Rik|Brn-2|Brn2|OTF-7|Otf7|oct-7	POU domain, class 3, transcription factor 2	protein-coding
Peak_43181	chr1	85952037	85952149	+	75	NA	intron (NM_001033290, intron 1 of 1)	intron (NM_001033290, intron 1 of 1)	8962	NM_001033290	227326	Mm.244158	NM_001033290	ENSMUSG00000049608	Gpr55	CTFL|Gm218|Lpir1	G protein-coupled receptor 55	protein-coding
Peak_44059	chr9	83803601	83803700	+	75	NA	intron (NM_148941, intron 1 of 5)	intron (NM_148941, intron 1 of 5)	2655	NM_148941	83603	Mm.83949	NM_148941	ENSMUSG00000032262	Elovl4	-	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	protein-coding
Peak_42577	chr11	94396112	94396253	+	75	NA	Intergenic	YREP_Mm|Unknown|Unknown	-3206	NM_029600	76408	Mm.23942	NM_029600	ENSMUSG00000020865	Abcc3	1700019L09Rik|ABC31|MLP2|MOAT-D|MRP3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	protein-coding
Peak_43010	chr14	21999346	21999623	+	75	NA	Intergenic	B1_Mus1|SINE|Alu	-9883	NM_145459	218820	Mm.292401	NM_145459	ENSMUSG00000039081	Zfp503	AI181838|B830002A16Rik|Nolz-1|Nolz1|Znf503	zinc finger protein 503	protein-coding
Peak_42918	chr12	49374715	49374847	+	75	NA	Intergenic	Intergenic	-8102	NM_001160112	15228	Mm.4704	NM_008241	ENSMUSG00000020950	Foxg1	2900064B05Rik|BF-1|Bf1|Hfh9|Hfhbf1	forkhead box G1	protein-coding
Peak_42904	chr11	98646593	98646829	+	75	NA	promoter-TSS (NM_029727)	promoter-TSS (NM_029727)	-48	NM_029727	76758	Mm.159149	NM_029727	ENSMUSG00000017211	Gsdma2	2200001G21Rik|2210006M16Rik|2210009F20Rik|2210411P14Rik|Gsdm2|Gsdml2	gasdermin A2	protein-coding
Peak_43408	chr5	107186389	107186574	+	75	NA	intron (NM_011578, intron 3 of 16)	ORR1E|LTR|ERVL-MaLR	103148	NM_011578	21814	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding
Peak_42587	chr14	101614907	101615047	+	75	NA	Intergenic	ORR1D2-int|LTR|ERVL-MaLR	-5786	NM_001081278	210789	Mm.320639	NM_173380	ENSMUSG00000033083	Tbc1d4	5930406J04Rik|A930035N22|AV295684|As160	TBC1 domain family, member 4	protein-coding
Peak_43371	chr4	22494409	22494605	+	75	NA	Intergenic	Intergenic	3959	NR_131335	105500046		NR_131335	ENSMUSG00000107859	Gm30731	Pnky|lnc-pou3f2	predicted gene, 30731	ncRNA
Peak_42691	chr8	24334577	24334765	+	75	NA	Intergenic	Intergenic	104275	NM_026931	69068	Mm.25775	NM_026931	ENSMUSG00000056313	Tcim	1110065B09Rik|1810011O10Rik|AW121743|AW321058	transcriptional and immune response regulator	protein-coding
Peak_43370	chr4	22485934	22486121	+	75	NA	3' UTR (NM_008899, exon 1 of 1)	3' UTR (NM_008899, exon 1 of 1)	2339	NM_008899	18992	Mm.129387	NM_008899	ENSMUSG00000095139	Pou3f2	9430075J19Rik|A230098E07Rik|Brn-2|Brn2|OTF-7|Otf7|oct-7	POU domain, class 3, transcription factor 2	protein-coding
Peak_43177	chr1	84324230	84324524	+	75	NA	Intergenic	Lx8|LINE|L1	-39732	NM_001003948	98496	Mm.187470	NM_001003948	ENSMUSG00000045658	Pid1	5033414K04Rik|NYGGF4|P-CLI1	phosphotyrosine interaction domain containing 1	protein-coding
Peak_43381	chr4	53161645	53161962	+	75	NA	Intergenic	Intergenic	-1908	NM_013454	11303	Mm.277376	NM_013454	ENSMUSG00000015243	Abca1	ABC-1|Abc1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding
Peak_43909	chr18	76850891	76851016	+	75	NA	Intergenic	Intergenic	-5452	NM_001109743	664805	Mm.329543	NM_001109743	ENSMUSG00000091519	Skor2	Corl2|EG664805|Fussel18|Gm7348	SKI family transcriptional corepressor 2	protein-coding
Peak_42379	chr5	99730027	99730255	+	75	NA	TTS (NR_131054)	TTS (NR_131054)	-1081	NR_030692	319818	Mm.295233	NR_030692	ENSMUSG00000089809	A930011G23Rik	-	RIKEN cDNA A930011G23 gene	ncRNA
Peak_43398	chr4	86876176	86876483	+	75	NA	intron (NM_001290543, intron 1 of 5)	intron (NM_001290543, intron 1 of 5)	1915	NM_001290541	230379	Mm.45019	NM_139306	ENSMUSG00000038007	Acer2	2410116I05Rik|Asah3l|CRG-L1|maCER2	alkaline ceramidase 2	protein-coding
Peak_43930	chr17	26842339	26842523	+	75	NA	promoter-TSS (NM_008700)	promoter-TSS (NM_008700)	-866	NM_008700	18091	Mm.41974	NM_008700	ENSMUSG00000015579	Nkx2-5	Csx|Nkx-2.5|Nkx2.5|tinman	NK2 homeobox 5	protein-coding
Peak_43579	chr8	101595399	101595561	+	75	NA	Intergenic	Lx2B2|LINE|L1	1189631	NM_009866	12552	Mm.1571	NM_009866	ENSMUSG00000031673	Cdh11	Cad11|OSF-4	cadherin 11	protein-coding
Peak_42929	chr12	70194061	70194177	+	75	NA	intron (NM_133198, intron 18 of 19)	intron (NM_133198, intron 18 of 19)	33564	NM_133198	110095	Mm.256926	NM_133198	ENSMUSG00000021069	Pygl	-	liver glycogen phosphorylase	protein-coding
Peak_43669	chr8	34556783	34557080	+	75	NA	Intergenic	Intergenic	83385	NR_040706	330734	Mm.149998	NR_040706	ENSMUSG00000109819	B930018H19Rik	B930018H19	RIKEN cDNA B930018H19 gene	ncRNA
Peak_43839	chr14	63261268	63261539	+	75	NA	Intergenic	Intergenic	-16132	NM_008092	14463	Mm.247669	NM_008092	ENSMUSG00000021944	Gata4	Gata-4	GATA binding protein 4	protein-coding
Peak_43637	chr8	15268505	15268743	+	75	NA	Intergenic	RMER20A|LTR|ERVK	210971	NM_008664	17930	Mm.272115	NM_008664	ENSMUSG00000031461	Myom2	AW146149	myomesin 2	protein-coding
Peak_43818	chr1	157724840	157725086	+	75	NA	Intergenic	Intergenic	198793	NM_001159986	89867	Mm.87114	NM_033354	ENSMUSG00000026589	Sec16b	Lztr2|Rgpr|Rgpr-p117	SEC16 homolog B (S. cerevisiae)	protein-coding
Peak_42459	chr1	9849923	9850255	+	75	NA	intron (NM_001037759, intron 1 of 16)	intron (NM_001037759, intron 1 of 16)	1808	NM_001037759	170755	Mm.336410	NM_133220	ENSMUSG00000025915	Sgk3	2510015P22Rik|A330005P07Rik|Cisk|fy|fz	serum/glucocorticoid regulated kinase 3	protein-coding
Peak_43080	chr15	89843133	89843521	+	75	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	-1467	NM_018803	54526	Mm.261601	NM_018803	ENSMUSG00000063260	Syt10	-	synaptotagmin X	protein-coding
Peak_43471	chr6	12748089	12748234	+	75	NA	intron (NM_001164805, intron 1 of 26)	intron (NM_001164805, intron 1 of 26)	1092	NM_001164805	330267	Mm.11989	NM_001164805	ENSMUSG00000032625	Thsd7a	Gm837	thrombospondin, type I, domain containing 7A	protein-coding
Peak_43860	chr2	74649440	74649636	+	75	NA	Intergenic	Intergenic	10019	NM_007967	14029	Mm.25365	NM_007967	ENSMUSG00000001815	Evx2	Evx-2	even-skipped homeobox 2	protein-coding
Peak_44676	chr7	109174050	109174149	+	72	NA	intron (NM_001302205, intron 1 of 3)	Arthur1C|DNA|hAT-Tip100	1108	NM_001302205	109594	Mm.360145	NM_057173	ENSMUSG00000036111	Lmo1	Rbtn-1|Rbtn1|Ttg1	LIM domain only 1	protein-coding
Peak_45137	chr8	113966315	113966415	+	72	NA	Intergenic	Intergenic	-117526	NM_172466	208936	Mm.167471	NM_172466	ENSMUSG00000053399	Adamts18	9630038L21|ADAMTS21|E130314N14Rik	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18	protein-coding
Peak_44322	chr1	42708654	42708906	+	72	NA	intron (NR_110495, intron 2 of 3)	intron (NR_110495, intron 2 of 3)	4674	NR_110495	66620	Mm.383631	NR_110495	ENSMUSG00000097063	Pantr2	2610207O16Rik|Pou3f3os2|linc-Brn1b	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2	ncRNA
Peak_45024	chr18	37567127	37567281	+	72	NA	intron (NM_001301259, intron 1 of 3)	RLTR31D_MM|LTR|ERVK	48851	NM_053147	93893	Mm.348054	NM_053147	ENSMUSG00000073591	Pcdhb22	Pcdhb15|PcdhbV	protocadherin beta 22	protein-coding
Peak_45208	chr8	12395680	12396093	+	72	NA	5' UTR (NM_009233, exon 1 of 1)	5' UTR (NM_009233, exon 1 of 1)	367	NM_009233	20664	Mm.39088	NM_009233	ENSMUSG00000096014	Sox1	BB176347|Sox-1	SRY (sex determining region Y)-box 1	protein-coding
